Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
GODREJIND,EQ,6-Nov-18,479.85,480,483.95,466.95,470.55,470.7,473.4,149314,70684695.3,4630,40175,26.91
GODREJIND,EQ,7-Nov-18,470.7,474,476.8,469.4,471,473.55,473.5,36170,17126512.7,920,11050,30.55
GODREJIND,EQ,9-Nov-18,473.55,475,482.1,467.45,468.6,469.35,474.7,320093,151947622.5,9739,77632,24.25
GODREJIND,EQ,12-Nov-18,469.35,469.35,474.25,459.2,462.5,461.35,466.41,330890,154329831.6,8278,77161,23.32
GODREJIND,EQ,13-Nov-18,461.35,467,504.7,465,496.3,498.45,493.09,3918438,1932160687,66667,290882,7.42
GODREJIND,EQ,14-Nov-18,498.45,499.7,507.2,491.75,502.5,501.15,500.11,1071733,535979844.4,18007,107912,10.07
GODREJIND,EQ,15-Nov-18,501.15,502.5,513.5,497.1,509.7,509.4,508.88,639097,325223381.3,14137,88040,13.78
GODREJIND,EQ,16-Nov-18,509.4,510,521.65,507.2,515.4,517.55,516.95,976494,504794196.2,19228,201105,20.59
GODREJIND,EQ,19-Nov-18,517.55,517.55,528,513.5,522.05,522.4,522.98,818213,427910447.8,15905,208774,25.52
GODREJIND,EQ,20-Nov-18,522.4,519,533.65,515.45,526,524.4,527.41,1029639,543042642,15811,366979,35.64
GODREJIND,EQ,21-Nov-18,524.4,532,532,513.95,527.3,526.15,523.67,486482,254756871.6,17989,108617,22.33
GODREJIND,EQ,22-Nov-18,526.15,527.95,537.95,519.35,521.25,521.45,530.4,523855,277850397,14673,77751,14.84
GODREJIND,EQ,26-Nov-18,521.45,520.3,531,510.95,528.95,525.75,521.61,377235,196768238.6,8430,54680,14.49
GODREJIND,EQ,27-Nov-18,525.75,528.5,534.2,516.85,527.3,527.6,525.17,433598,227713360.5,9855,57562,13.28
GODREJIND,EQ,28-Nov-18,527.6,530,530,517.4,518.35,519.6,522.91,292088,152734755.4,6263,65547,22.44
